infant1,infant2,sample1,sample2,NCBI_sample_code1,NCBI_sample_code2,column_distance_on_plate,physical_distance_on_plate,sample_pairs_v1,sample_pairs_v2,infant_pairs,sibling,name,popANI,percent_compared,conANI,coverage_overlap,completeness,contamination,strain_heterogeneity,compared_bases_count,consensus_SNPs,population_SNPs,genome,phylum,genus,species,name1,name2,plate_loc1,plate_loc2
#60,#72,#60D52,#72D57,L3_060_052G1,L3_072_057G1,5.0,7.810249675906654,#60D52-vs-#72D57,#72D57-vs-#60D52,#60-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.9999987446900388,0.8625434288011282,0.9995895136427086,0.9918211991686215,99.98,0.0,0.0,3186464,1308,4,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_060_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_057G1.shrink.sort.bam,P3,P3
#60,#72,#60D52,#72D63,L3_060_052G1,L3_072_063G1,6.0,6.082762530298219,#60D52-vs-#72D63,#72D63-vs-#60D52,#60-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.9999993765953316,0.8684241655647335,0.999672089144374,0.995468922519114,99.98,0.0,0.0,3208189,1052,2,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_060_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_063G1.shrink.sort.bam,P3,P3
#60,#72,#60D52,#72D123,L3_060_052G1,L3_072_123G1,6.0,6.0,#60D52-vs-#72D123,#72D123-vs-#60D52,#60-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,1.0,0.6349409151752784,0.999860166095394,0.7436303831820597,99.98,0.0,0.0,2345640,328,0,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_060_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_123G1.shrink.sort.bam,P3,P3
#60,#72,#60D52,#72D243,L3_060_052G1,L3_072_243G1,6.0,6.082762530298219,#60D52-vs-#72D243,#72D243-vs-#60D52,#60-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.9999993315467808,0.8098991274313023,0.9998114961921564,0.9404224545708768,99.98,0.0,0.0,2991982,564,2,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_060_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_243G1.shrink.sort.bam,P3,P3
#60,#63,#60D57,#63D9,L3_060_057G1,L3_063_009G1,0.0,5.0,#60D57-vs-#63D9,#63D9-vs-#60D57,#60-vs-#63,No,Klebsiella_oxytoca_dasL3_128_029G1_maxbin2.maxbin.002.fasta.fa,0.9999971850589184,0.5470062965455142,0.9987611131528122,0.6947007608407431,99.96,0.22,0.0,3197225,3961,9,dasL3_128_029G1_maxbin2.maxbin.002.fasta.fa,Proteobacteria,Klebsiella,Klebsiella oxytoca,NIHL.delta.fasta-vs-L3_060_057G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D57,#63D9,L3_060_057G1,L3_063_009G1,0.0,5.0,#60D57-vs-#63D9,#63D9-vs-#60D57,#60-vs-#63,No,Blautia_sp900541955_dasL3_098_000G1_metabat.metabat.8.fa.fa,0.999998047059614,0.862045372971102,0.999329750859489,0.9905546418325794,99.36,0.0,0.0,2560242,1716,5,dasL3_098_000G1_metabat.metabat.8.fa.fa,Firmicutes,Blautia,Blautia sp900541955,NIHL.delta.fasta-vs-L3_060_057G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D57,#63D9,L3_060_057G1,L3_063_009G1,0.0,5.0,#60D57-vs-#63D9,#63D9-vs-#60D57,#60-vs-#63,No,Klebsiella_pneumoniae_dasL3_114_016G1_concoct_0.fa,0.9999975790310192,0.9835814862505364,0.9994675885716544,0.9965450749420626,100.0,0.33,0.0,4956693,2639,12,dasL3_114_016G1_concoct_0.fa,Proteobacteria,Klebsiella,Klebsiella pneumoniae,NIHL.delta.fasta-vs-L3_060_057G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D57,#63D9,L3_060_057G1,L3_063_009G1,0.0,5.0,#60D57-vs-#63D9,#63D9-vs-#60D57,#60-vs-#63,No,Clostridium_butyricum_dasL3_123_031G1_maxbin2.maxbin.004.fasta_sub.fa,0.99999628184961,0.8206323160154715,0.9993421529631136,0.9528202025322902,100.0,0.0,0.0,3765313,2477,14,dasL3_123_031G1_maxbin2.maxbin.004.fasta_sub.fa,Firmicutes,Clostridium,Clostridium butyricum,NIHL.delta.fasta-vs-L3_060_057G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#72,#60D57,#72D57,L3_060_057G1,L3_072_057G1,5.0,7.071067811865476,#60D57-vs-#72D57,#72D57-vs-#60D57,#60-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.9999990588202814,0.8628208858866379,0.9995498023679454,0.9862086612284834,99.98,0.0,0.0,3187489,1435,3,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_060_057G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_057G1.shrink.sort.bam,P3,P3
#60,#72,#60D57,#72D63,L3_060_057G1,L3_072_063G1,6.0,6.324555320336759,#60D57-vs-#72D63,#72D63-vs-#60D57,#60-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.999997203476886,0.8711562381150242,0.999668145923819,0.9950129690867656,99.98,0.0,0.0,3218282,1068,9,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_060_057G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_063G1.shrink.sort.bam,P3,P3
#60,#72,#60D57,#72D123,L3_060_057G1,L3_072_123G1,6.0,6.082762530298219,#60D57-vs-#72D123,#72D123-vs-#60D57,#60-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,1.0,0.6349409151752784,0.9998499343462764,0.7397089744858676,99.98,0.0,0.0,2345640,352,0,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_060_057G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_123G1.shrink.sort.bam,P3,P3
#60,#72,#60D57,#72D243,L3_060_057G1,L3_072_243G1,6.0,6.0,#60D57-vs-#72D243,#72D243-vs-#60D57,#60-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.9999993315467808,0.8098991274313023,0.9998008009406474,0.9353568133662354,99.98,0.0,0.0,2991982,596,2,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_060_057G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_243G1.shrink.sort.bam,P3,P3
#60,#63,#60D144,#63D9,L3_060_144G1,L3_063_009G1,0.0,4.0,#60D144-vs-#63D9,#63D9-vs-#60D144,#60-vs-#63,No,Erysipelatoclostridium_ramosum_dasL1_008_364G1_concoct_17.fa,0.9999996664578692,0.9072288795695104,0.9994873457451032,0.99473201485157,100.0,0.0,0.0,2998122,1537,1,dasL1_008_364G1_concoct_17.fa,Firmicutes,Erysipelatoclostridium,Erysipelatoclostridium ramosum,NIHL.delta.fasta-vs-L3_060_144G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D144,#63D52,L3_060_144G1,L3_063_052G1,1.0,1.4142135623730951,#60D144-vs-#63D52,#63D52-vs-#60D144,#60-vs-#63,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.9999979568628364,0.6624367770043568,0.9985661263386124,0.7496240524922563,99.98,0.0,0.0,2447217,3509,5,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_060_144G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_052G1.shrink.sort.bam,P3,P3
#60,#63,#60D144,#63D61,L3_060_144G1,L3_063_061G1,1.0,2.23606797749979,#60D144-vs-#63D61,#63D61-vs-#60D144,#60-vs-#63,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.9999979568628364,0.6624367770043568,0.9983548659559,0.7536834124020796,99.98,0.0,0.0,2447217,4026,5,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_060_144G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_061G1.shrink.sort.bam,P3,P3
#60,#72,#60D144,#72D57,L3_060_144G1,L3_072_057G1,5.0,6.4031242374328485,#60D144-vs-#72D57,#72D57-vs-#60D144,#60-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.9999979568544876,0.6624340701059616,0.999776479880942,0.7760146482320409,99.98,0.0,0.0,2447207,547,5,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_060_144G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_057G1.shrink.sort.bam,P3,P3
#60,#72,#60D144,#72D63,L3_060_144G1,L3_072_063G1,6.0,6.708203932499369,#60D144-vs-#72D63,#72D63-vs-#60D144,#60-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.999997139607971,0.6624367770043568,0.9998173435375776,0.7699532461150548,99.98,0.0,0.0,2447217,447,7,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_060_144G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_063G1.shrink.sort.bam,P3,P3
#60,#72,#60D144,#72D123,L3_060_144G1,L3_072_123G1,6.0,6.324555320336759,#60D144-vs-#72D123,#72D123-vs-#60D144,#60-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.99999896451818,0.5228287629609679,0.9999005937452756,0.6862716681142312,99.98,0.0,0.0,1931468,192,2,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_060_144G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_123G1.shrink.sort.bam,P3,P3
#60,#72,#60D144,#72D243,L3_060_144G1,L3_072_243G1,6.0,6.082762530298219,#60D144-vs-#72D243,#72D243-vs-#60D144,#60-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.9999974891541924,0.6468493732853491,0.9998627404291788,0.7922786250570741,99.98,0.0,0.0,2389633,328,6,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_060_144G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_243G1.shrink.sort.bam,P3,P3
#60,#63,#60D256,#63D9,L3_060_256G1,L3_063_009G1,0.0,3.0,#60D256-vs-#63D9,#63D9-vs-#60D256,#60-vs-#63,No,Enterobacter_himalayensis_dasL3_128_009G1_concoct_7.fa,0.9999946806747688,0.6689898684641301,0.998671805407626,0.7098467372896227,91.65,0.25,33.33,2443919,3246,13,dasL3_128_009G1_concoct_7.fa,Proteobacteria,Enterobacter,Enterobacter himalayensis,NIHL.delta.fasta-vs-L3_060_256G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D256,#63D9,L3_060_256G1,L3_063_009G1,0.0,3.0,#60D256-vs-#63D9,#63D9-vs-#60D256,#60-vs-#63,No,Blautia_sp900541955_dasL3_098_000G1_metabat.metabat.8.fa.fa,0.999999217275359,0.8603399639456667,0.9993112023159256,0.99376756600412,99.36,0.0,0.0,2555177,1760,2,dasL3_098_000G1_metabat.metabat.8.fa.fa,Firmicutes,Blautia,Blautia sp900541955,NIHL.delta.fasta-vs-L3_060_256G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D256,#63D9,L3_060_256G1,L3_063_009G1,0.0,3.0,#60D256-vs-#63D9,#63D9-vs-#60D256,#60-vs-#63,No,Klebsiella_pneumoniae_dasL3_114_016G1_concoct_0.fa,0.999996961074402,0.979466340756986,0.9824483813162802,0.9925235655160244,100.0,0.33,0.0,4935955,86634,15,dasL3_114_016G1_concoct_0.fa,Proteobacteria,Klebsiella,Klebsiella pneumoniae,NIHL.delta.fasta-vs-L3_060_256G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D382,#63D9,L3_060_382G1,L3_063_009G1,0.0,2.0,#60D382-vs-#63D9,#63D9-vs-#60D382,#60-vs-#63,No,Erysipelatoclostridium_ramosum_dasL1_008_364G1_concoct_17.fa,0.9999985351950516,0.8263190368393166,0.9995385864412528,0.9142404634006556,100.0,0.0,0.0,2730739,1260,4,dasL1_008_364G1_concoct_17.fa,Firmicutes,Erysipelatoclostridium,Erysipelatoclostridium ramosum,NIHL.delta.fasta-vs-L3_060_382G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#60,#63,#60D382,#63D9,L3_060_382G1,L3_063_009G1,0.0,2.0,#60D382-vs-#63D9,#63D9-vs-#60D382,#60-vs-#63,No,Bacteroides_vulgatus_dasL3_060_000G1_concoct_52.fa,1.0,0.6747306290973469,0.9966930497170784,0.6982760645673631,99.25,0.0,0.0,3252846,10757,0,dasL3_060_000G1_concoct_52.fa,Bacteroidetes,Bacteroides,Bacteroides vulgatus,NIHL.delta.fasta-vs-L3_060_382G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_063_009G1.shrink.sort.bam,P3,P3
#63,#69,#63D52,#69D15,L3_063_052G1,L3_069_015G1,2.0,2.23606797749979,#63D52-vs-#69D15,#69D15-vs-#63D52,#63-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999990311260448,0.9917717973381096,0.9997560859817504,0.9988225729472436,98.75,0.08,0.0,4128504,1007,4,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_063_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_015G1.shrink.sort.bam,P3,P3
#63,#69,#63D52,#69D24,L3_063_052G1,L3_069_024G1,2.0,2.0,#63D52-vs-#69D24,#69D24-vs-#63D52,#63-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999992738192724,0.9924201658708798,0.9997247775042766,0.9993243929576822,98.75,0.08,0.0,4131203,1137,3,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_063_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_024G1.shrink.sort.bam,P3,P3
#63,#69,#63D52,#69D33,L3_063_052G1,L3_069_033G1,2.0,2.23606797749979,#63D52-vs-#69D33,#69D33-vs-#63D52,#63-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999973364559754,0.9920917776588396,0.9997309820535246,0.999005656514744,98.75,0.08,0.0,4129836,1111,11,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_063_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_033G1.shrink.sort.bam,P3,P3
#63,#69,#63D52,#69D36,L3_063_052G1,L3_069_036G1,2.0,2.8284271247461903,#63D52-vs-#69D36,#69D36-vs-#63D52,#63-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999978212463344,0.9923238354590084,0.9997441174861444,0.9988975504668636,98.75,0.08,0.0,4130802,1057,9,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_063_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_036G1.shrink.sort.bam,P3,P3
#63,#69,#63D52,#69D49,L3_063_052G1,L3_069_049G1,2.0,3.605551275463989,#63D52-vs-#69D49,#69D49-vs-#63D52,#63-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999956451419744,0.9929275220551,0.9996876599049432,0.998936933589229,98.75,0.08,0.0,4133315,1291,18,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_063_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_049G1.shrink.sort.bam,P3,P3
#63,#69,#63D52,#69D51,L3_063_052G1,L3_069_051G1,3.0,5.0,#63D52-vs-#69D51,#69D51-vs-#63D52,#63-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999970967816856,0.9929344885936144,0.9996634686104036,0.9988107468964198,98.75,0.08,0.0,4133344,1391,12,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_063_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_051G1.shrink.sort.bam,P3,P3
#63,#69,#63D52,#69D61,L3_063_052G1,L3_069_061G1,3.0,4.242640687119285,#63D52-vs-#69D61,#69D61-vs-#63D52,#63-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999963709779852,0.9929347288190804,0.9996612912786134,0.9987988991048196,98.75,0.08,0.0,4133345,1400,15,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_063_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_061G1.shrink.sort.bam,P3,P3
#63,#69,#63D52,#69D73,L3_063_052G1,L3_069_073G1,3.0,3.605551275463989,#63D52-vs-#69D73,#69D73-vs-#63D52,#63-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999937078349314,0.992641173299612,0.9997415372194874,0.999032600689805,98.75,0.08,0.0,4132123,1068,26,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_063_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_073G1.shrink.sort.bam,P3,P3
#63,#69,#63D52,#69D115,L3_063_052G1,L3_069_115G1,3.0,3.1622776601683795,#63D52-vs-#69D115,#69D115-vs-#63D52,#63-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.999991716390656,0.9860032632227304,0.9996433175270696,0.9933675152224216,98.75,0.08,0.0,4104491,1464,34,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_063_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_115G1.shrink.sort.bam,P3,P3
#63,#72,#63D52,#72D57,L3_063_052G1,L3_072_057G1,4.0,5.0,#63D52-vs-#72D57,#72D57-vs-#63D52,#63-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.9999993725417362,0.8628138479508103,0.9982255480298908,0.9613913430905834,99.98,0.0,0.0,3187463,5656,2,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_063_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_057G1.shrink.sort.bam,P3,P3
#63,#72,#63D52,#72D63,L3_063_052G1,L3_072_063G1,5.0,6.4031242374328485,#63D52-vs-#72D63,#72D63-vs-#63D52,#63-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.9999959600542596,0.8710433604519437,0.9982028456756266,0.9692752084480076,99.98,0.0,0.0,3217865,5783,13,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_063_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_063G1.shrink.sort.bam,P3,P3
#63,#72,#63D52,#72D123,L3_063_052G1,L3_072_123G1,5.0,5.830951894845301,#63D52-vs-#72D123,#72D123-vs-#63D52,#63-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.99999957367712,0.6349409151752784,0.9985965450793812,0.7228166864457936,99.98,0.0,0.0,2345640,3292,1,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_063_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_123G1.shrink.sort.bam,P3,P3
#63,#72,#63D52,#72D243,L3_063_052G1,L3_072_243G1,5.0,5.385164807134504,#63D52-vs-#72D243,#72D243-vs-#63D52,#63-vs-#72,No,Clostridium_paraputrificum_dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,0.9999989973201712,0.8098991274313023,0.998542771981917,0.9129105629626216,99.98,0.0,0.0,2991982,4360,3,dasL2_037_060G1_maxbin2.maxbin.018.fasta.fa,Firmicutes,Clostridium,Clostridium paraputrificum,NIHL.delta.fasta-vs-L3_063_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_243G1.shrink.sort.bam,P3,P3
#63,#72,#63D52,#72D362,L3_063_052G1,L3_072_362G1,5.0,5.0990195135927845,#63D52-vs-#72D362,#72D362-vs-#63D52,#63-vs-#72,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999927056118244,0.9550545359852944,0.9998493331545788,0.9649726232108704,98.75,0.08,0.0,3975659,599,29,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_063_052G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_072_362G1.shrink.sort.bam,P3,P3
#63,#69,#63D61,#69D15,L3_063_061G1,L3_069_015G1,2.0,2.8284271247461903,#63D61-vs-#69D15,#69D15-vs-#63D61,#63-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999990314073434,0.9920598276718596,0.9997082114621804,0.9984081862636396,98.75,0.08,0.0,4129703,1205,4,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_063_061G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_015G1.shrink.sort.bam,P3,P3
#63,#69,#63D61,#69D24,L3_063_061G1,L3_069_024G1,2.0,2.23606797749979,#63D61-vs-#69D24,#69D24-vs-#63D61,#63-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999995160805232,0.9928323927705588,0.9996985181659742,0.9991753801500026,98.75,0.08,0.0,4132919,1246,2,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_063_061G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_024G1.shrink.sort.bam,P3,P3
#63,#69,#63D61,#69D33,L3_063_061G1,L3_069_033G1,2.0,2.0,#63D61-vs-#69D33,#69D33-vs-#63D61,#63-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999997579165524,0.9923250365863384,0.9996983640242694,0.9985809019251366,98.75,0.08,0.0,4130807,1246,1,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_063_061G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_033G1.shrink.sort.bam,P3,P3
#63,#69,#63D61,#69D36,L3_063_061G1,L3_069_036G1,2.0,2.23606797749979,#63D61-vs-#69D36,#69D36-vs-#63D61,#63-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999949186315632,0.9927905935394724,0.9996791478787102,0.99846273684219,98.75,0.08,0.0,4132745,1326,21,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_063_061G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_036G1.shrink.sort.bam,P3,P3
#63,#69,#63D61,#69D49,L3_063_061G1,L3_069_049G1,2.0,2.8284271247461903,#63D61-vs-#69D49,#69D49-vs-#63D61,#63-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.999990091321762,0.9940018103391118,0.999700806252231,0.9993294437348668,98.75,0.08,0.0,4137787,1238,41,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_063_061G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_049G1.shrink.sort.bam,P3,P3
#63,#69,#63D61,#69D51,L3_063_061G1,L3_069_051G1,3.0,5.830951894845301,#63D61-vs-#69D51,#69D51-vs-#63D61,#63-vs-#69,No,Clostridioides_difficile_dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,0.9999922668740432,0.9940630678329452,0.9996981664275036,0.9992789230160876,98.75,0.08,0.0,4138042,1249,32,dasL3_069_000G1_maxbin2.maxbin.053.fasta.fa,Firmicutes,Clostridioides,Clostridioides difficile,NIHL.delta.fasta-vs-L3_063_061G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_069_051G1.shrink.sort.bam,P3,P3
